nome,clube
Sofia da Silva Senzaki,Associação Atlética Ponte Preta
Guilherme Alves Domingues,Sociedade Hípica de Campinas
Clara Mesquita Barbosa,Guarani Futebol Clube
Livia Alves Ribeiro,Associação Atlética Ponte Preta
Guilherme Santana Camargo,Círculo Militar de Campinas
Thiago Matos Camargo,Sociedade Hípica de Campinas
Vinícius Alves Soares,Sociedade Hípica de Campinas
Livia Bellini Mendonça,Guarani Futebol Clube
Pedro Martins Camargo,Tênis Clube de Campinas
Livia Gomes Camargo,Guarani Futebol Clube
João Braz dos Santos,Associação Atlética Ponte Preta
Sofia Alves Lopes,Tênis Clube de Campinas
Beatriz Alves Senzaki,Guarani Futebol Clube
Henrique Ferreira Senzaki,Círculo Militar de Campinas
Beatriz Cruz Lima,Sociedade Hípica de Campinas
Miguel de Almeida Barbosa,Sociedade Hípica de Campinas
Rafael Mesquita Rodrigues,Associação Atlética Ponte Preta
Samuel da Silva Senzaki,Guarani Futebol Clube
Thiago Amorim Amaral,Tênis Clube de Campinas
Rafael Franco Dias,Sociedade Hípica de Campinas
Guilherme Queiroz Mengue,Guarani Futebol Clube
Thiago Ponciano Athayde,Sociedade Hípica de Campinas
Livia Ferreira dos Santos,Sociedade Hípica de Campinas
Miguel de Oliveira Pinto,Sociedade Hípica de Campinas
Eduardo Matos Rodrigues,Guarani Futebol Clube
Sofia Nascimento Camargo,Associação Atlética Ponte Preta
Mariana Santana Trindade,Guarani Futebol Clube
Erik Ponciano Mengue,Associação Atlética Ponte Preta
Thiago de Medeiros Araujo,Guarani Futebol Clube
Giovanna Santana Senzaki,Guarani Futebol Clube
Yasmin Matos Pereira,Sociedade Hípica de Campinas
Maria Nascimento Pereira,Guarani Futebol Clube
Giovanna Cruz Lima,Sociedade Hípica de Campinas
João Fernandes Melo,Tênis Clube de Campinas
Gabriel de Almeida Amancio,Guarani Futebol Clube
Erik Bellini Lopes,Associação Atlética Ponte Preta
Eduardo de Almeida Lima,Círculo Militar de Campinas
André Matos Mendes,Guarani Futebol Clube
Matheus Matos Athayde,Sociedade Hípica de Campinas
Vinícius de Medeiros dos Santos,Círculo Militar de Campinas
Henrique da Silva Melo,Círculo Militar de Campinas
Matheus Queiroz Amancio,Sociedade Hípica de Campinas
André Alves Machado,Círculo Militar de Campinas
Erik de Medeiros dos Santos,Associação Atlética Ponte Preta
Matheus Ferreira Sanches,Associação Atlética Ponte Preta
Miguel Ponciano Trindade,Sociedade Hípica de Campinas
Daniel Matos Barbosa,Sociedade Hípica de Campinas
Felipe de Almeida Melo,Guarani Futebol Clube
Giovanna Santana Camargo,Tênis Clube de Campinas
Henrique Ferreira Araujo,Sociedade Hípica de Campinas
Rafael de Oliveira Camargo,Guarani Futebol Clube
Vitória Cruz Mengue,Círculo Militar de Campinas
Vinícius Paschoalino Trindade,Guarani Futebol Clube
Pedro Cruz Mendonça,Círculo Militar de Campinas
Samuel Braz Domingues,Tênis Clube de Campinas
Rafael Alves Pinto,Associação Atlética Ponte Preta
Erik de Almeida Campos,Sociedade Hípica de Campinas
Gabriel de Almeida Rodrigues,Sociedade Hípica de Campinas
Mariana Amorim Mendes,Sociedade Hípica de Campinas
Samuel Alves Pinto,Guarani Futebol Clube
Erik Paschoalino Lima,Círculo Militar de Campinas
Victor Paschoalino Melo,Tênis Clube de Campinas
Henrique Alves Lopes,Guarani Futebol Clube
Victor de Oliveira Dias,Tênis Clube de Campinas
Yasmin Ferreira Trindade,Sociedade Hípica de Campinas
Matheus Amorim Rodrigues,Associação Atlética Ponte Preta
Guilherme Vieira dos Santos,Associação Atlética Ponte Preta
Victor Alves Machado,Associação Atlética Ponte Preta
Henrique Paschoalino Mendonça,Associação Atlética Ponte Preta
Erik Mesquita Rodrigues,Círculo Militar de Campinas
Pedro Cruz Castilho,Associação Atlética Ponte Preta
Mariana Franco Mengue,Guarani Futebol Clube
Clara Alves Soares,Sociedade Hípica de Campinas
Beatriz Mesquita Ribeiro,Sociedade Hípica de Campinas
André Nascimento da Costa,Tênis Clube de Campinas
Henrique Gomes Lima,Guarani Futebol Clube
Miguel Amorim Mengue,Guarani Futebol Clube
João Cruz Amaral,Sociedade Hípica de Campinas
Matheus Amorim Mendes,Círculo Militar de Campinas
Yasmin de Medeiros Araujo,Associação Atlética Ponte Preta
André Ferreira Athayde,Guarani Futebol Clube
Pedro Alves dos Santos,Associação Atlética Ponte Preta
André Braz da Costa,Sociedade Hípica de Campinas
Sofia de Oliveira Camargo,Guarani Futebol Clube
Sofia Cruz Pereira,Círculo Militar de Campinas
Yasmin Matos Castilho,Associação Atlética Ponte Preta
Vitória Matos Rodrigues,Guarani Futebol Clube
Pedro Nascimento Campos,Círculo Militar de Campinas
Maria Gomes Lopes,Tênis Clube de Campinas
Eduardo Vieira Mendonça,Círculo Militar de Campinas
Eduardo Matos Pinto,Círculo Militar de Campinas
Livia Martins Campos,Guarani Futebol Clube
Thiago Santana Silva,Círculo Militar de Campinas
Henrique de Medeiros Sanches,Círculo Militar de Campinas
Erik Amorim Ribeiro,Círculo Militar de Campinas
Matheus Mesquita Athayde,Tênis Clube de Campinas
Mariana Alves Pereira,Associação Atlética Ponte Preta
Beatriz Vieira dos Santos,Círculo Militar de Campinas
Maria Amorim Domingues,Guarani Futebol Clube
André Ponciano da Costa,Guarani Futebol Clube
Giovanna Queiroz Lima,Guarani Futebol Clube
Larissa Nascimento Barbosa,Círculo Militar de Campinas
Rafael de Almeida Lima,Tênis Clube de Campinas
Larissa Bellini Mendes,Associação Atlética Ponte Preta
Pedro Fernandes Castilho,Círculo Militar de Campinas
Matheus Matos Pereira,Associação Atlética Ponte Preta
Clara Martins Mendonça,Sociedade Hípica de Campinas
João Fernandes Ribeiro,Tênis Clube de Campinas
Guilherme Alves Silva,Guarani Futebol Clube
Livia Bellini Machado,Tênis Clube de Campinas
Eduardo Ponciano Rodrigues,Círculo Militar de Campinas
Henrique Ferreira Mengue,Tênis Clube de Campinas
Larissa de Medeiros Araujo,Associação Atlética Ponte Preta
Victor Santana Trindade,Tênis Clube de Campinas
Vitória Queiroz Dias,Guarani Futebol Clube
Vitória Cruz Campos,Guarani Futebol Clube
Sofia Ferreira Silva,Círculo Militar de Campinas
Giovanna Amorim Pinto,Sociedade Hípica de Campinas
Henrique Braz Campos,Círculo Militar de Campinas
Mariana Franco Mengue,Associação Atlética Ponte Preta
Giovanna Queiroz Mengue,Associação Atlética Ponte Preta
Matheus Ferreira Sanches,Tênis Clube de Campinas
Pedro Martins Amaral,Associação Atlética Ponte Preta
Miguel Martins Ribeiro,Guarani Futebol Clube
Miguel Fernandes Campos,Tênis Clube de Campinas
Vinícius Franco Melo,Sociedade Hípica de Campinas
Pedro Gomes Athayde,Associação Atlética Ponte Preta
Felipe Cruz Senzaki,Guarani Futebol Clube
Samuel Gomes Amaral,Tênis Clube de Campinas
Maria Bellini dos Santos,Tênis Clube de Campinas
Mariana Amorim Domingues,Guarani Futebol Clube
Yasmin Queiroz Lopes,Tênis Clube de Campinas
Gabriel Nascimento Amaral,Tênis Clube de Campinas
Maria de Almeida Soares,Sociedade Hípica de Campinas
André Braz Pereira,Círculo Militar de Campinas
Beatriz Amorim Silva,Sociedade Hípica de Campinas
Daniel Paschoalino Machado,Sociedade Hípica de Campinas
Gabriel Queiroz Mengue,Tênis Clube de Campinas
Giovanna de Almeida Araujo,Associação Atlética Ponte Preta
Clara Vieira Mendonça,Tênis Clube de Campinas
André de Medeiros Camargo,Sociedade Hípica de Campinas
Vinícius Vieira Pinto,Círculo Militar de Campinas
Thiago de Almeida Senzaki,Sociedade Hípica de Campinas
Matheus Santana Melo,Guarani Futebol Clube
Pedro Fernandes Pinto,Guarani Futebol Clube
Vitória da Silva Lima,Guarani Futebol Clube
Victor de Almeida Domingues,Associação Atlética Ponte Preta
Matheus Queiroz Senzaki,Guarani Futebol Clube
Erik Queiroz Pinto,Círculo Militar de Campinas
Henrique Ponciano Dias,Sociedade Hípica de Campinas
Rafael Queiroz Castilho,Associação Atlética Ponte Preta
Maria Alves Ribeiro,Guarani Futebol Clube
Gabriel Queiroz Castilho,Associação Atlética Ponte Preta
Vinícius da Silva Pereira,Guarani Futebol Clube
Matheus Braz Pinto,Tênis Clube de Campinas
Samuel Santana Melo,Tênis Clube de Campinas
João Vieira Machado,Guarani Futebol Clube
Beatriz Vieira Amancio,Círculo Militar de Campinas
Erik Matos Lima,Guarani Futebol Clube
Rafael Vieira da Costa,Círculo Militar de Campinas
Guilherme Braz Trindade,Associação Atlética Ponte Preta
Guilherme Paschoalino Machado,Sociedade Hípica de Campinas
Daniel Ponciano Mendonça,Sociedade Hípica de Campinas
Guilherme Nascimento Amancio,Guarani Futebol Clube
Miguel Queiroz Domingues,Círculo Militar de Campinas
Thiago Queiroz Senzaki,Círculo Militar de Campinas
Mariana Ponciano Lopes,Associação Atlética Ponte Preta
Maria Braz Amaral,Guarani Futebol Clube
Felipe Matos da Costa,Guarani Futebol Clube
Matheus Amorim Amancio,Sociedade Hípica de Campinas
Felipe Fernandes Camargo,Associação Atlética Ponte Preta
Pedro Alves Trindade,Guarani Futebol Clube
Giovanna Paschoalino Campos,Associação Atlética Ponte Preta
João Fernandes Araujo,Tênis Clube de Campinas
Beatriz Braz Trindade,Associação Atlética Ponte Preta
Samuel Cruz Barbosa,Guarani Futebol Clube
Miguel Bellini Sanches,Círculo Militar de Campinas
Erik Braz Dias,Tênis Clube de Campinas
Thiago Vieira Campos,Tênis Clube de Campinas
Livia Cristine Mendes,Tênis Clube de Campinas
Erik Franco Camargo,Associação Atlética Ponte Preta
Vitória Ponciano Mengue,Tênis Clube de Campinas
Giovanna Cruz Lima,Associação Atlética Ponte Preta
Sofia Ferreira Melo,Tênis Clube de Campinas
Giovanna da Silva Silva,Tênis Clube de Campinas
João Bellini da Costa,Guarani Futebol Clube
Sofia Braz Amancio,Sociedade Hípica de Campinas
Thiago Alves Senzaki,Guarani Futebol Clube
João Gomes Pereira,Círculo Militar de Campinas
Maria Martins Pereira,Associação Atlética Ponte Preta
Mariana Bellini da Costa,Círculo Militar de Campinas
Pedro Paschoalino Campos,Guarani Futebol Clube
Miguel Vieira Amancio,Tênis Clube de Campinas
Maria Ferreira Pinto,Guarani Futebol Clube
Yasmin Santana Ribeiro,Tênis Clube de Campinas
Thiago de Oliveira da Costa,Círculo Militar de Campinas
Sofia de Almeida Dias,Sociedade Hípica de Campinas
Samuel Cruz Mendonça,Sociedade Hípica de Campinas
Pedro Cruz dos Santos,Tênis Clube de Campinas
Maria de Almeida Mendes,Associação Atlética Ponte Preta
Rafael da Silva Amancio,Guarani Futebol Clube
Erik Mesquita Senzaki,Guarani Futebol Clube
Vitória da Silva Senzaki,Círculo Militar de Campinas
Daniel Queiroz Mendes,Tênis Clube de Campinas
João Mesquita Lopes,Sociedade Hípica de Campinas
Miguel Braz Domingues,Associação Atlética Ponte Preta
Matheus Bellini Rodrigues,Associação Atlética Ponte Preta
Matheus Franco Pinto,Círculo Militar de Campinas
Gabriel Mesquita Melo,Círculo Militar de Campinas
Rafael Cruz Ribeiro,Guarani Futebol Clube
Livia Ferreira Mengue,Guarani Futebol Clube
Thiago Cruz Trindade,Guarani Futebol Clube
Guilherme Braz Campos,Guarani Futebol Clube
Eduardo de Oliveira Sanches,Sociedade Hípica de Campinas
Mariana Alves Dias,Sociedade Hípica de Campinas
Beatriz Vieira Campos,Tênis Clube de Campinas
Erik Cristine Mengue,Círculo Militar de Campinas
Daniel Alves Amaral,Tênis Clube de Campinas
Matheus Martins Melo,Círculo Militar de Campinas
Larissa Vieira Pereira,Guarani Futebol Clube
Matheus da Silva Silva,Sociedade Hípica de Campinas
Pedro da Silva Rodrigues,Círculo Militar de Campinas
Matheus de Medeiros Senzaki,Sociedade Hípica de Campinas
Eduardo de Oliveira Silva,Associação Atlética Ponte Preta
Livia Nascimento Pereira,Sociedade Hípica de Campinas
Matheus Cruz Rodrigues,Associação Atlética Ponte Preta
Mariana Queiroz Camargo,Círculo Militar de Campinas
Matheus da Silva Silva,Guarani Futebol Clube
Daniel Gomes Trindade,Associação Atlética Ponte Preta
Victor de Oliveira Lopes,Associação Atlética Ponte Preta
Vinícius Queiroz Rodrigues,Associação Atlética Ponte Preta
Mariana Gomes Mendes,Tênis Clube de Campinas
Giovanna de Oliveira Silva,Associação Atlética Ponte Preta
Yasmin de Medeiros Araujo,Guarani Futebol Clube
Clara Vieira Amancio,Tênis Clube de Campinas
Vinícius Franco Athayde,Sociedade Hípica de Campinas
Daniel Alves Athayde,Círculo Militar de Campinas
Beatriz Mesquita Domingues,Associação Atlética Ponte Preta
Mariana Alves Ribeiro,Sociedade Hípica de Campinas
Henrique Alves Mendonça,Tênis Clube de Campinas
Mariana Gomes Pereira,Associação Atlética Ponte Preta
Sofia de Oliveira Domingues,Tênis Clube de Campinas
Samuel Ferreira Machado,Círculo Militar de Campinas
Matheus Gomes Pinto,Guarani Futebol Clube
Eduardo Gomes Barbosa,Associação Atlética Ponte Preta
Yasmin Braz dos Santos,Tênis Clube de Campinas
Gabriel de Medeiros Melo,Associação Atlética Ponte Preta
Miguel Franco Melo,Associação Atlética Ponte Preta
Rafael Queiroz Castilho,Tênis Clube de Campinas
Felipe Franco Mendes,Círculo Militar de Campinas
Gabriel Braz Trindade,Associação Atlética Ponte Preta
Yasmin Bellini Mendes,Associação Atlética Ponte Preta
Vinícius Matos Sanches,Tênis Clube de Campinas
Miguel Franco Athayde,Guarani Futebol Clube
Erik de Oliveira da Costa,Associação Atlética Ponte Preta
Daniel Ferreira Lima,Guarani Futebol Clube
João Fernandes Athayde,Associação Atlética Ponte Preta
Daniel da Silva Mendes,Tênis Clube de Campinas
Sofia Ferreira Amancio,Tênis Clube de Campinas
Guilherme Bellini da Costa,Tênis Clube de Campinas
Clara de Medeiros Lima,Guarani Futebol Clube
Thiago Martins Amancio,Círculo Militar de Campinas
Victor Paschoalino Amaral,Círculo Militar de Campinas
Felipe Vieira Araujo,Associação Atlética Ponte Preta
Maria Cristine Mengue,Associação Atlética Ponte Preta
Gabriel Paschoalino Lima,Círculo Militar de Campinas
Thiago Ferreira Castilho,Tênis Clube de Campinas
Vitória Cristine Machado,Círculo Militar de Campinas
Erik Amorim Soares,Tênis Clube de Campinas
Eduardo de Oliveira Sanches,Tênis Clube de Campinas
Giovanna da Silva Trindade,Tênis Clube de Campinas
Henrique Queiroz Machado,Círculo Militar de Campinas
Henrique Ferreira Araujo,Associação Atlética Ponte Preta
Beatriz Cristine Amaral,Sociedade Hípica de Campinas
Samuel Martins Sanches,Sociedade Hípica de Campinas
Henrique Gomes Senzaki,Círculo Militar de Campinas
Vitória Matos Soares,Associação Atlética Ponte Preta
João da Silva Domingues,Guarani Futebol Clube
André Bellini dos Santos,Associação Atlética Ponte Preta
André Santana Camargo,Guarani Futebol Clube
Yasmin Alves Melo,Guarani Futebol Clube
Vinícius Nascimento Mendes,Círculo Militar de Campinas
Henrique Queiroz Pereira,Sociedade Hípica de Campinas
Maria Santana Araujo,Associação Atlética Ponte Preta
Eduardo Mesquita Dias,Guarani Futebol Clube
Guilherme Nascimento Barbosa,Tênis Clube de Campinas
Clara Paschoalino Melo,Círculo Militar de Campinas
Clara Braz Senzaki,Tênis Clube de Campinas
João de Oliveira Lopes,Sociedade Hípica de Campinas
Daniel Matos Lima,Círculo Militar de Campinas
Samuel Queiroz Sanches,Associação Atlética Ponte Preta
Giovanna da Silva Soares,Guarani Futebol Clube
Eduardo Paschoalino dos Santos,Tênis Clube de Campinas
Larissa Gomes Sanches,Sociedade Hípica de Campinas
Erik Santana Machado,Associação Atlética Ponte Preta
Sofia Braz Mendes,Associação Atlética Ponte Preta
Henrique Braz Mendes,Sociedade Hípica de Campinas
Clara Vieira Camargo,Círculo Militar de Campinas
Vinícius Santana Amancio,Sociedade Hípica de Campinas
Matheus Nascimento Machado,Guarani Futebol Clube
Daniel Queiroz Mendes,Guarani Futebol Clube
Clara Fernandes Mendonça,Tênis Clube de Campinas
Vinícius Braz Machado,Associação Atlética Ponte Preta
Sofia Mesquita Lopes,Associação Atlética Ponte Preta
Beatriz Santana Athayde,Sociedade Hípica de Campinas
Erik Amorim Camargo,Sociedade Hípica de Campinas
Victor Vieira Silva,Guarani Futebol Clube
Victor Martins Lopes,Sociedade Hípica de Campinas
Maria de Oliveira Amaral,Tênis Clube de Campinas
Gabriel Queiroz Sanches,Sociedade Hípica de Campinas
Maria Queiroz Castilho,Associação Atlética Ponte Preta
Sofia Matos Camargo,Associação Atlética Ponte Preta
Victor Santana Melo,Tênis Clube de Campinas
Pedro Mesquita Melo,Sociedade Hípica de Campinas
Miguel Vieira Rodrigues,Sociedade Hípica de Campinas
Maria Ferreira Trindade,Tênis Clube de Campinas
Daniel Vieira Rodrigues,Associação Atlética Ponte Preta
João da Silva dos Santos,Círculo Militar de Campinas
Livia Braz Athayde,Sociedade Hípica de Campinas
Eduardo Ferreira dos Santos,Associação Atlética Ponte Preta
Guilherme Santana Camargo,Guarani Futebol Clube
Vitória Gomes Lopes,Associação Atlética Ponte Preta
Mariana de Oliveira Rodrigues,Sociedade Hípica de Campinas
Gabriel Matos Domingues,Associação Atlética Ponte Preta
Larissa Bellini Lopes,Associação Atlética Ponte Preta
Livia Alves Lima,Guarani Futebol Clube
Miguel Amorim Mendonça,Associação Atlética Ponte Preta
Livia Queiroz Araujo,Sociedade Hípica de Campinas
Vinícius Amorim Senzaki,Sociedade Hípica de Campinas
Gabriel de Oliveira Dias,Tênis Clube de Campinas
Thiago de Medeiros Mengue,Círculo Militar de Campinas
Livia Queiroz Araujo,Tênis Clube de Campinas
Pedro de Medeiros Silva,Círculo Militar de Campinas
Guilherme Braz Athayde,Guarani Futebol Clube
Miguel Paschoalino Araujo,Guarani Futebol Clube
Mariana Fernandes Mengue,Sociedade Hípica de Campinas
Yasmin Braz Amancio,Tênis Clube de Campinas
Henrique Amorim Mendonça,Círculo Militar de Campinas
Erik de Almeida Sanches,Guarani Futebol Clube
Yasmin Ferreira Pereira,Tênis Clube de Campinas
Victor Queiroz da Costa,Guarani Futebol Clube
André Santana Melo,Círculo Militar de Campinas
Rafael Alves dos Santos,Sociedade Hípica de Campinas
Livia Cristine Campos,Sociedade Hípica de Campinas
Mariana Matos Lima,Associação Atlética Ponte Preta
Henrique Paschoalino Senzaki,Tênis Clube de Campinas
Mariana Vieira Sanches,Associação Atlética Ponte Preta
Victor Paschoalino Lopes,Associação Atlética Ponte Preta
Beatriz Bellini Lopes,Tênis Clube de Campinas
Sofia Alves Athayde,Associação Atlética Ponte Preta
Rafael Cruz Trindade,Guarani Futebol Clube
Pedro Fernandes Ribeiro,Associação Atlética Ponte Preta
Maria de Almeida Sanches,Associação Atlética Ponte Preta
Henrique Bellini Athayde,Tênis Clube de Campinas
