nome,placa,marca,cor
Daniel Cruz Athayde,CED0B69,Honda,Vermelho
Gabriel Cristine Athayde,BEB4C10,Toyota,Vermelho
Maria da Silva Barbosa,EFE5A24,Chevrolet,Cinza
Clara Queiroz Lima,AEF7A27,Fiat,Cinza
João Santana Araujo,EEA2A80,Chevrolet,Preto
Miguel Bellini Trindade,FEC9D66,VW,Vermelho
Rafael Cruz Trindade,BDF1E38,Fiat,Prata
João Gomes Pereira,CAE0C52,Honda,Cinza
Sofia Vieira Camargo,AFE9D20,Toyota,Prata
Felipe Alves Melo,DFA7E89,VW,Vermelho
Felipe Queiroz Pinto,DBE5E67,Chevrolet,Prata
Maria Paschoalino Senzaki,CDB5A38,VW,Cinza
Gabriel Ferreira Soares,CEB7D47,Honda,Branco
Erik de Almeida Mendonça,DAD9A25,Fiat,Azul Claro
Clara Bellini Campos,DAD0E62,Fiat,Cinza
Beatriz Santana Athayde,ECA0A56,Honda,Azul Claro
Thiago Queiroz Camargo,FAE1D20,Toyota,Preto
Eduardo Alves Rodrigues,DFF8D44,Fiat,Branco
Vitória Fernandes Rodrigues,DFA5E29,VW,Prata
Giovanna de Medeiros Silva,BCE6D63,Hyundai,Preto
Felipe Amorim Araujo,FCB0A51,Chevrolet,Vermelho
André Matos Pinto,DDB8B30,Chevrolet,Preto
Pedro Braz Trindade,FEA5B17,VW,Cinza
Sofia Ferreira Melo,ACB0B61,Fiat,Azul Claro
Giovanna Franco Amaral,EFF4D96,VW,Prata
Sofia Queiroz Barbosa,FCE3B56,Toyota,Azul Claro
Pedro de Medeiros Silva,AAD6E15,Hyundai,Prata
Maria Fernandes da Costa,BDF2C51,VW,Azul Claro
Clara Braz Mendonça,BFA6D67,Honda,Preto
Giovanna Gomes Amancio,EEF5B74,Chevrolet,Azul Claro
João Fernandes Machado,BAD3A34,Hyundai,Branco
Daniel Fernandes Lopes,FBD2C80,Fiat,Cinza
André Santana Melo,ECF6A49,Toyota,Preto
Vitória Fernandes Lima,CAB6A50,Toyota,Cinza
Guilherme Cristine Pinto,CDC7E59,Chevrolet,Azul Claro
Guilherme Santana Trindade,AAC8D21,Chevrolet,Branco
Rafael Ponciano Mengue,EBA6B94,Toyota,Cinza
Guilherme Braz Senzaki,ABE0D48,Hyundai,Azul Claro
Yasmin Cristine dos Santos,DDC3A22,Chevrolet,Azul Claro
Mariana Paschoalino Mendonça,ACE5C86,Fiat,Prata
Pedro Alves Mendonça,ABD7E21,Fiat,Azul Claro
Thiago Ferreira Barbosa,CAA8D16,Hyundai,Azul Claro
Livia Bellini Amancio,DEA5D78,Toyota,Vermelho
Livia Gomes Pereira,FCA0A24,Hyundai,Cinza
Larissa de Almeida Amaral,DCA4C89,VW,Azul Claro
Erik de Medeiros Pereira,EFD2A92,Fiat,Preto
Yasmin Ferreira Amaral,ADD3A79,Toyota,Prata
Pedro Amorim Lopes,CBF9A94,Toyota,Prata
Pedro Franco Domingues,EAD1B83,Fiat,Cinza
André Ponciano Silva,DCF2E79,Toyota,Vermelho
Matheus Mesquita dos Santos,EFD3E41,Honda,Cinza
Matheus Braz Lima,EFA0C89,Hyundai,Cinza
Miguel Ponciano Senzaki,BBF2D67,Hyundai,Azul Claro
Mariana Martins Trindade,BFF9D76,VW,Preto
Samuel Santana Amaral,CAF9D64,Fiat,Azul Claro
Sofia Santana Rodrigues,EFB7D20,Chevrolet,Branco
Gabriel Paschoalino Athayde,EBE4E87,Chevrolet,Vermelho
Felipe Matos Silva,DED6D98,Fiat,Preto
João de Almeida Castilho,CED5D40,Hyundai,Prata
Livia Vieira Silva,EFB8D73,Honda,Vermelho
Vinícius Cristine Silva,DBA0C11,Chevrolet,Branco
Eduardo de Oliveira Silva,EBE2A24,Hyundai,Prata
Livia Ferreira Castilho,EDF8B73,Fiat,Branco
Samuel Ponciano Domingues,CEF2C74,VW,Cinza
Daniel Queiroz Araujo,AAD2A97,VW,Branco
Miguel Vieira Campos,EBF1B20,Toyota,Branco
Miguel Bellini Sanches,EEB2A36,VW,Vermelho
Vitória Franco Soares,CAE9D77,Chevrolet,Vermelho
Vinícius Vieira Camargo,ACF3E97,VW,Cinza
Yasmin de Oliveira Silva,BBB0C14,Chevrolet,Cinza
Matheus Gomes Amaral,BDF0E10,Hyundai,Preto
Thiago Matos Castilho,DCA4E75,VW,Vermelho
Victor Gomes Soares,AEF0A69,Hyundai,Preto
Larissa de Almeida Ribeiro,FAB2E98,Hyundai,Cinza
Beatriz Martins Camargo,DEC1B46,Toyota,Vermelho
Henrique Cristine Amancio,DCF0D30,Toyota,Azul Claro
Erik Fernandes Sanches,EAF5E87,Hyundai,Preto
Giovanna Braz Melo,DBC1A51,Hyundai,Azul Claro
Yasmin de Medeiros Trindade,ACB9E76,VW,Prata
Vinícius de Medeiros Amaral,EEB6A39,Toyota,Vermelho
Daniel Martins Athayde,DDB6E98,Fiat,Prata
Felipe Cruz Athayde,AFA2C13,VW,Cinza
Victor Mesquita Lopes,FDB0C59,Fiat,Branco
Mariana Nascimento Melo,EFC9A29,VW,Vermelho
Felipe Alves Melo,ABB9A10,Honda,Branco
Sofia de Medeiros Mengue,AEE8A80,Toyota,Preto
Giovanna Santana Araujo,CDE7D71,Toyota,Azul Claro
André Martins Ribeiro,ECA3C15,Fiat,Azul Claro
Guilherme Martins Mendes,ACB2A24,Toyota,Azul Claro
Pedro Ponciano Castilho,CDD5B70,Toyota,Prata
Miguel Alves Trindade,DAE3A40,Chevrolet,Prata
Victor Mesquita Castilho,CAB9E86,Fiat,Branco
Giovanna Gomes Machado,ADF7D39,Honda,Preto
Livia Vieira Camargo,EEE3D89,Fiat,Preto
Livia Bellini Ribeiro,BDA6E91,Fiat,Prata
João Cruz Amaral,FDC8B91,Toyota,Azul Claro
Pedro Nascimento Campos,FFD7D90,VW,Preto
Henrique Braz Soares,CFD5B52,Honda,Preto
Matheus Ponciano Barbosa,BCB0B61,Chevrolet,Prata
Vitória de Medeiros Lima,EAE4E95,Fiat,Vermelho
Guilherme Ferreira Amaral,DCF8B55,Chevrolet,Prata
Vinícius Braz Machado,EBA7B79,Honda,Cinza
Sofia Martins Castilho,ACE4D63,Chevrolet,Azul Claro
Guilherme Queiroz Amancio,EAC2B24,Fiat,Cinza
Vinícius Amorim Trindade,DFA9A65,VW,Branco
Gabriel Paschoalino Mengue,BBD7C18,Toyota,Branco
Gabriel Queiroz Sanches,DEA8A85,Honda,Preto
Mariana Alves Domingues,CFC5A75,Chevrolet,Prata
Victor Alves Amancio,CCC0C32,Hyundai,Vermelho
Sofia Mesquita Soares,AEA1D52,Honda,Vermelho
Henrique Alves Rodrigues,BFD0C69,VW,Prata
Henrique Cristine Lima,BBF6C78,VW,Branco
Pedro Mesquita Amancio,CCE1E71,Hyundai,Vermelho
Sofia Gomes Domingues,AFF5E13,Fiat,Azul Claro
Eduardo Alves Barbosa,BBF1D83,Toyota,Azul Claro
Guilherme Franco Pinto,FCE4E99,VW,Prata
Gabriel de Medeiros Soares,DEB2C32,Toyota,Branco
Guilherme Paschoalino Pereira,DFC9D22,Hyundai,Cinza
Pedro de Almeida Machado,BEC2C41,Hyundai,Prata
Vinícius Cruz Campos,CEA7D97,Toyota,Prata
Eduardo Braz Amancio,BEE7C45,Hyundai,Azul Claro
Miguel Santana Barbosa,FFD4B46,Toyota,Cinza
Henrique Paschoalino Senzaki,AFE6B51,Honda,Azul Claro
Gabriel Mesquita Araujo,AAB0B54,VW,Vermelho
Pedro Bellini Amaral,BBB3A43,Chevrolet,Prata
Eduardo Santana Senzaki,DDA6D99,Honda,Prata
Sofia Santana Mendonça,AFD6B15,Fiat,Branco
Vinícius Ferreira Amaral,BCA1C28,VW,Branco
Giovanna Cruz Trindade,BBE9E58,Hyundai,Branco
Gabriel Alves Campos,BEE2E30,Honda,Cinza
Samuel Braz Soares,FFF7D64,Toyota,Branco
Mariana Bellini Araujo,FCA7A99,Honda,Vermelho
Guilherme Ponciano da Costa,FDF2D96,Hyundai,Azul Claro
Yasmin Vieira Amancio,DAB9A52,Honda,Prata
Vinícius Vieira Lopes,CEC5E77,Chevrolet,Prata
Vitória Nascimento Trindade,DEA2E25,Toyota,Cinza
Henrique Ponciano Castilho,BAC1D69,Hyundai,Branco
Sofia Mesquita Camargo,ABA3C58,Hyundai,Vermelho
Pedro Vieira Lopes,FCA9C17,Chevrolet,Azul Claro
Guilherme Vieira Pereira,DFE0E98,Chevrolet,Cinza
Rafael Bellini Lima,EBD2B12,Fiat,Branco
Larissa Alves Silva,DAE4E60,Toyota,Prata
Pedro Gomes da Costa,ECE7D63,Honda,Prata
Gabriel Cristine Pereira,ADE8C42,Fiat,Branco
Henrique Nascimento Araujo,CCE3E93,Hyundai,Branco
Larissa de Almeida Machado,DCC7A77,Toyota,Prata
Beatriz Mesquita Domingues,BEC9A53,Toyota,Prata
Miguel de Almeida Camargo,CAE2D52,Toyota,Branco
Clara Matos Barbosa,CFB8C58,Toyota,Branco
André Mesquita Domingues,CDC7B31,Fiat,Branco
Samuel da Silva Athayde,BCE4C19,Honda,Prata
Gabriel Cruz Castilho,AAA0C72,VW,Branco
Samuel Queiroz Trindade,EAA1A42,Honda,Vermelho
Miguel Gomes Amancio,ABB1C32,Toyota,Prata
Victor de Medeiros Ribeiro,AEF3D36,Chevrolet,Branco
Eduardo Santana Melo,BFC9B60,Honda,Prata
Vitória Fernandes Trindade,DBF0A38,Fiat,Cinza
Matheus de Almeida Lopes,BFD7C25,Toyota,Azul Claro
Livia Ferreira Mengue,BBE7E93,Chevrolet,Vermelho
Yasmin Ferreira Trindade,CCF3E19,Toyota,Prata
Rafael Alves Camargo,AEA3E20,Honda,Preto
Vinícius Cruz Amancio,AFA9C75,Honda,Cinza
Livia Martins Domingues,DDE5C30,Toyota,Prata
João Gomes Machado,EAB8B15,Fiat,Azul Claro
Pedro Ponciano Mendonça,ECB4A35,VW,Preto
Matheus Braz Ribeiro,AEE2E67,VW,Azul Claro
Sofia Ferreira Dias,DFF4A49,Chevrolet,Branco
Matheus Matos Athayde,FBA2B20,Hyundai,Prata
Thiago Franco Mengue,BBF7A18,Hyundai,Azul Claro
André Vieira Mendes,AFC1B53,Honda,Vermelho
Mariana de Medeiros Lima,DAA6B93,Fiat,Vermelho
Matheus Cruz Mendonça,DCF2E33,Chevrolet,Azul Claro
Miguel Amorim Silva,AFF1B57,VW,Preto
Maria de Medeiros dos Santos,FDF4C80,Fiat,Preto
Erik Martins Silva,FBC8E33,Chevrolet,Vermelho
Livia Cristine Campos,BBF7D71,Hyundai,Cinza
João Matos Soares,EFB7A60,VW,Preto
Maria Nascimento Soares,EDA5A41,Chevrolet,Azul Claro
Victor Bellini da Costa,CCE5E13,Chevrolet,Vermelho
Daniel Bellini Dias,BCB3E95,Toyota,Azul Claro
Erik Braz Mendes,BBC2A97,Chevrolet,Cinza
Mariana Bellini Machado,CCB5A21,Chevrolet,Branco
André da Silva Camargo,BFC4A41,Fiat,Prata
João Braz dos Santos,ADB0E85,Fiat,Branco
Clara de Medeiros Lima,DEA2E64,Fiat,Azul Claro
Vinícius Mesquita Campos,FBB2E64,Toyota,Azul Claro
Pedro Queiroz Senzaki,AFD5B86,Fiat,Cinza
Erik da Silva Mendes,FFD7B75,Honda,Prata
Larissa Ponciano dos Santos,DFD5E49,VW,Branco
Vinícius Fernandes Sanches,CBB9E12,Honda,Prata
Clara de Medeiros Mendes,DFC1D38,Toyota,Vermelho
Henrique Ferreira Mengue,FFD5B17,VW,Branco
Erik Franco da Costa,ABB5E74,Honda,Cinza
Sofia Ponciano Soares,EED2E47,Hyundai,Preto
Eduardo Ponciano Mendonça,CCC0A84,Honda,Prata
Daniel Alves Athayde,CBF8E38,Toyota,Preto
Vinícius de Medeiros Sanches,ADA2C13,Chevrolet,Cinza
Beatriz Alves Senzaki,EAB2A81,VW,Preto
Vinícius Franco Trindade,EAD9E69,Hyundai,Cinza
Giovanna Vieira Silva,DDB8A96,Chevrolet,Branco
Livia Vieira Mendes,DCD8D44,Fiat,Azul Claro
Larissa Amorim Amancio,BDB9A59,VW,Preto
Mariana Queiroz Castilho,DBA9B69,VW,Branco
Erik Nascimento Soares,BBF9A51,Chevrolet,Branco
João Ferreira Camargo,BBA3C91,Toyota,Vermelho
Yasmin Vieira Soares,BBE4C38,Honda,Vermelho
Giovanna Santana Sanches,DCF9B87,Toyota,Cinza
Mariana de Oliveira Camargo,AEF2A27,Toyota,Cinza
Samuel Bellini Rodrigues,DBC6B49,Fiat,Branco
Miguel Franco Campos,DCA4B86,Toyota,Preto
Beatriz de Almeida Araujo,BBE8B21,VW,Preto
Mariana Alves Ribeiro,CDD9B17,Honda,Branco
Clara Santana Lima,BDD7A52,Hyundai,Prata
Beatriz Cristine Dias,ECB3A91,Honda,Branco
Matheus Bellini Silva,DAF4B90,Hyundai,Cinza
Guilherme Nascimento Barbosa,EED8A14,Chevrolet,Cinza
Rafael Queiroz Castilho,CCD5D36,Fiat,Preto
Miguel Santana dos Santos,BDA3D64,Chevrolet,Preto
Pedro Cristine Domingues,AAC8E18,Fiat,Prata
Giovanna Paschoalino Pinto,DFA2D94,Fiat,Branco
Larissa Matos Silva,ECD2E75,Fiat,Vermelho
João Franco Sanches,AEE1D93,Hyundai,Vermelho
Larissa Amorim Mendonça,CEF5E27,Hyundai,Prata
Maria de Medeiros Castilho,BEE8B89,Hyundai,Preto
Maria Amorim Mendonça,ECB7D88,Fiat,Prata
Thiago Gomes Castilho,BAA1B47,VW,Vermelho
Vitória Mesquita Castilho,CEF8A29,Fiat,Vermelho
Miguel de Medeiros Soares,ADE0E14,Chevrolet,Branco
Felipe Fernandes Pereira,CAF9A13,Chevrolet,Vermelho
Daniel de Almeida Melo,DAA4C80,Fiat,Azul Claro
Mariana Franco Amancio,CEA1C73,Toyota,Preto
Larissa Vieira Araujo,EFF1A63,Honda,Cinza
Rafael Martins Pereira,BCC4E54,Toyota,Preto
Mariana Ponciano Camargo,CEC9A45,Hyundai,Vermelho
André Paschoalino Machado,DCC6E15,Chevrolet,Branco
Pedro Franco Mengue,CCA5B16,Toyota,Branco
Giovanna Santana Silva,FDB0B18,Fiat,Azul Claro
Thiago de Oliveira Domingues,EBF4B89,Honda,Azul Claro
Guilherme Nascimento Amancio,DEB0C76,Chevrolet,Vermelho
Victor de Almeida Pinto,DFD7D52,Fiat,Vermelho
Henrique Matos Athayde,AAF0E40,VW,Vermelho
Thiago da Silva Lima,EDE2E36,Chevrolet,Azul Claro
Mariana Braz da Costa,ECD0D79,Honda,Cinza
Giovanna Ponciano Amancio,EEC7D68,Toyota,Vermelho
Larissa Fernandes Pereira,BCE8A91,Chevrolet,Cinza
Miguel Franco Campos,BCC7B92,Hyundai,Branco
Rafael Queiroz dos Santos,FCC0D39,Honda,Preto
Pedro Paschoalino Campos,BAB2C33,Chevrolet,Vermelho
Felipe Paschoalino Amaral,FDE9A95,Honda,Vermelho
Larissa Gomes Athayde,DDD0B63,Fiat,Vermelho
Yasmin Nascimento Lopes,DBA0D90,Chevrolet,Preto
Clara Braz Athayde,CBE5E20,Honda,Cinza
Vinícius Gomes Machado,CEC6D20,VW,Vermelho
Henrique Amorim Amancio,FAF7B11,Hyundai,Vermelho
Daniel Paschoalino Amancio,ADC0D92,Fiat,Branco
Samuel Vieira Barbosa,AEA0D96,Honda,Branco
Henrique Fernandes Rodrigues,EBD1B90,Hyundai,Vermelho
Erik Matos Lima,FDF8A93,Fiat,Vermelho
Clara Vieira Camargo,ACB3B64,Honda,Cinza
Eduardo Mesquita Mendonça,CCE9C72,Fiat,Branco
João de Almeida Athayde,FBE2C94,Hyundai,Azul Claro
Mariana Bellini Lima,AEC8E98,Fiat,Prata
Thiago Alves Machado,FBF5D83,Honda,Azul Claro
Giovanna Amorim Pereira,FEB7E30,Chevrolet,Vermelho
Rafael de Almeida Melo,EDE2C24,Hyundai,Prata
Sofia Franco Amaral,FBB8D42,VW,Azul Claro
Sofia Cruz Silva,ECB7A50,VW,Prata
Rafael Mesquita Camargo,ABC8B11,Toyota,Branco
Clara Martins Mengue,DEB5E70,Fiat,Vermelho
Eduardo Matos Pinto,CFB8A52,VW,Preto
Thiago de Medeiros Athayde,EDF9E52,Chevrolet,Preto
Erik de Medeiros dos Santos,BCD4C15,VW,Branco
Miguel Ponciano Amancio,AED3A69,Fiat,Preto
Guilherme de Oliveira Athayde,BAD9B30,Honda,Prata
Vinícius Cruz Pereira,BFA6C15,VW,Prata
Daniel Cristine Araujo,CCF1E78,Toyota,Preto
Larissa de Oliveira Silva,EBC5B98,Chevrolet,Azul Claro
Sofia de Medeiros Lima,FCC1C41,Chevrolet,Azul Claro
Erik Vieira Dias,FCC4A40,VW,Vermelho
Sofia Nascimento Pinto,BCE9E54,Honda,Vermelho
Miguel Martins Amaral,CFE4A61,Honda,Azul Claro
Livia Vieira Campos,BCE1B56,Hyundai,Vermelho
Gabriel Matos Mendonça,DAF0C28,VW,Vermelho
Livia Fernandes Castilho,BFB7B90,Fiat,Prata
Miguel de Medeiros Silva,CDC8E77,Toyota,Preto
Sofia Franco Amaral,AAE3C60,Chevrolet,Cinza
Mariana Mesquita Pinto,FBA1C66,VW,Branco
Erik Santana Silva,FEC7C34,VW,Azul Claro
Vinícius de Medeiros Pinto,DDC3C93,Hyundai,Preto
Gabriel Nascimento Dias,EDD9E40,Honda,Prata
Erik Ponciano Camargo,EBB4E40,Fiat,Preto
Mariana da Silva Campos,FBC0D99,Honda,Cinza
Eduardo Cruz Dias,FAB4E25,VW,Cinza
Vitória Vieira Sanches,EAC3D62,Hyundai,Branco
Gabriel Cristine dos Santos,FFE1C77,Chevrolet,Preto
Vitória Gomes Araujo,CFD7A46,Honda,Branco
Mariana Cruz Melo,BBD2C97,Honda,Branco
Matheus Mesquita Athayde,FEC0E28,VW,Vermelho
Eduardo Mesquita Dias,CFB6E44,VW,Branco
Vitória Ponciano Soares,CDE8C83,VW,Branco
Yasmin Matos Castilho,DAB8B24,Chevrolet,Vermelho
Vitória Cristine Araujo,BBD5A16,Chevrolet,Preto
Vitória Cruz Mendonça,FCA4B68,Fiat,Preto
Daniel de Medeiros da Costa,ACB0B43,VW,Prata
Larissa Matos Sanches,ABB1B69,Chevrolet,Branco
Erik da Silva Pereira,ECB1E15,Fiat,Vermelho
Miguel Cruz Ribeiro,FAD3A15,Honda,Azul Claro
Sofia de Medeiros Machado,DCA0B54,Chevrolet,Prata
Livia Franco Araujo,ABB9E28,Honda,Azul Claro
Pedro Ponciano dos Santos,DFC9B33,Toyota,Branco
Sofia Martins dos Santos,CFB7E89,Toyota,Preto
Maria Fernandes Camargo,ADF3E97,Fiat,Vermelho
Miguel Vieira Senzaki,FDD8A60,Chevrolet,Preto
Samuel Ferreira Machado,BCE3E54,Chevrolet,Vermelho
Vitória Vieira Pereira,DAF5D47,Honda,Prata
Henrique Queiroz Barbosa,CDD4E13,Hyundai,Preto
Miguel Vieira Ribeiro,FEF7A81,Toyota,Vermelho
Eduardo Santana Barbosa,FAB4B20,Toyota,Branco
Mariana Vieira Trindade,FCB6B73,Toyota,Azul Claro
Yasmin Paschoalino Dias,DCE0C16,Toyota,Branco
Vinícius Alves dos Santos,CAE0D68,Honda,Branco
Vinícius Ponciano Senzaki,FAC0A47,Chevrolet,Preto
Giovanna Ponciano Sanches,ABB6E81,Honda,Azul Claro
Samuel Nascimento Campos,BCF4A68,Honda,Preto
Thiago Queiroz Pinto,DFD5B32,Fiat,Azul Claro
Sofia Cristine Pinto,BCC4D32,Hyundai,Azul Claro
Matheus Fernandes Rodrigues,AEE9C41,Hyundai,Cinza
Daniel Bellini Trindade,ADB9C55,Fiat,Azul Claro
Giovanna Braz Melo,ABE7C68,Fiat,Branco
Vinícius Matos Domingues,BCE5D43,VW,Cinza
Yasmin Matos Araujo,DCF9B47,Hyundai,Branco
Beatriz Ferreira Campos,ABB1A96,Toyota,Cinza
João Bellini da Costa,DAB3B62,Chevrolet,Preto
Giovanna Cruz Lima,EAE3B67,Hyundai,Branco
Felipe de Oliveira Mendes,EBD6E57,Toyota,Branco
Guilherme Franco Mendonça,ECA7E88,VW,Azul Claro
Miguel Ponciano Ribeiro,BCD1C84,VW,Branco
Clara de Oliveira Castilho,ADE4E34,Toyota,Azul Claro
Henrique Alves Mendonça,ACA9C18,VW,Branco
Pedro Franco Araujo,ACC4B62,Chevrolet,Vermelho
Henrique Mesquita Pinto,ACF1E94,Fiat,Cinza
Samuel Queiroz Campos,CFE7B65,Toyota,Azul Claro
Daniel Franco Lima,EEB7C90,Hyundai,Azul Claro
Rafael Santana Camargo,AFB9B94,Fiat,Preto
Livia Cristine Domingues,EAF2D70,Toyota,Cinza
Thiago Vieira Araujo,CBA8A60,VW,Branco
Eduardo Queiroz Castilho,AAC8C52,Chevrolet,Prata
Vitória de Medeiros Trindade,CAE2A10,Hyundai,Preto
Beatriz Gomes Athayde,CBC0E37,Fiat,Vermelho
Livia Gomes Machado,BFC6B96,VW,Preto
Vitória Franco Pereira,DCC1E33,VW,Vermelho
Henrique Fernandes Amaral,ADC3D48,Toyota,Azul Claro
Thiago Amorim Pereira,CFF2A81,Toyota,Vermelho
Henrique Vieira Senzaki,CDC3B46,Toyota,Preto
Miguel Braz Campos,ADB0B89,Chevrolet,Prata
Livia da Silva Amaral,BCF7A49,Hyundai,Preto
Mariana Alves Amaral,ACA1A70,Honda,Vermelho
Pedro Ferreira Dias,CBA1D99,Hyundai,Branco
Daniel Martins Melo,EFA5E35,Chevrolet,Azul Claro
Giovanna Queiroz Rodrigues,EDD8C54,Fiat,Prata
Vinícius Queiroz da Costa,EBC2B53,VW,Cinza
Livia Franco Camargo,FCE9A85,Toyota,Preto
Beatriz Braz da Costa,CCF8B25,Toyota,Prata
João Nascimento Silva,AFE1E54,Hyundai,Cinza
Samuel Ponciano Melo,DAE4B98,Toyota,Vermelho
Felipe Franco Pereira,FCD9A98,Fiat,Preto
Clara Fernandes Mendonça,FDC2A98,Fiat,Cinza
Beatriz Queiroz Camargo,FFB3E83,Toyota,Branco
Vitória Cristine Sanches,AAF0D64,Hyundai,Cinza
João Fernandes Athayde,AFF9D83,Chevrolet,Cinza
Gabriel Cristine Mendes,FCB5D81,VW,Branco
Vinícius Cristine Soares,DAA3A27,Chevrolet,Preto
Matheus Braz Trindade,AAB5D59,Chevrolet,Branco
Miguel de Medeiros Camargo,BDE7A10,Toyota,Branco
Felipe Cristine Silva,ADC4E42,Hyundai,Preto
Sofia Matos Camargo,EEE0B14,Hyundai,Preto
Miguel Cristine Lopes,BCD9C58,Hyundai,Vermelho
Victor Bellini Barbosa,DBF6C78,Honda,Branco
Daniel Gomes Mendonça,FED9E47,Toyota,Azul Claro
Yasmin Mesquita Sanches,BDA5B80,Hyundai,Azul Claro
Henrique de Medeiros Athayde,CAC6C42,Toyota,Vermelho
Victor Paschoalino Amaral,DDE7E37,Chevrolet,Vermelho
Clara Gomes Mengue,AAE9A65,Toyota,Prata
Mariana Matos da Costa,BBF7E68,VW,Azul Claro
Clara Gomes Pereira,AEF2A91,VW,Branco
Gabriel Cristine Lopes,DDA7D43,Hyundai,Cinza
Maria Ponciano Amancio,DBB0B63,Toyota,Branco
Guilherme Santana Camargo,BEC0C39,Honda,Preto
João Nascimento Machado,DDC6A96,Toyota,Azul Claro
Sofia de Oliveira Domingues,FAB9A60,Fiat,Branco
Beatriz da Silva Trindade,EBC1D23,Hyundai,Branco
Gabriel Queiroz Rodrigues,BEA7E65,VW,Preto
Vitória Cruz Amaral,DEE5E66,Hyundai,Cinza
Daniel Vieira Ribeiro,CEA4E76,VW,Prata
Miguel Matos Campos,FBF2E10,Fiat,Branco
Yasmin da Silva da Costa,DAB8A43,Hyundai,Vermelho
Livia Matos Pinto,DDF2E33,Hyundai,Cinza
Yasmin Mesquita Senzaki,BCB8D61,VW,Vermelho
Miguel da Silva Soares,FFA4E11,Hyundai,Cinza
Erik Santana Machado,DBB4B83,Chevrolet,Preto
João de Medeiros Barbosa,BDB0A64,Chevrolet,Preto
Felipe Nascimento Camargo,CBD6D92,Chevrolet,Branco
Vinícius Amorim Machado,FBE2B26,Toyota,Cinza
Vinícius Fernandes Amancio,CAC6A57,Honda,Preto
Livia Vieira Lopes,AAF8E22,Toyota,Vermelho
Samuel Vieira Campos,BDD8A99,Toyota,Vermelho
Yasmin Martins Athayde,ADD5D48,Toyota,Cinza
Livia Amorim Pereira,ADB6B75,Toyota,Vermelho
Erik Cristine Trindade,DEC4B30,Chevrolet,Prata
Vitória Nascimento da Costa,EFE1D27,Chevrolet,Preto
Beatriz Gomes Lopes,DFE2B96,Chevrolet,Prata
Gabriel de Oliveira Senzaki,BFD7B44,Toyota,Cinza
Samuel Ferreira Amancio,EEE0E32,Chevrolet,Cinza
Daniel Mesquita Rodrigues,EDF1B70,Chevrolet,Prata
Felipe Mesquita Rodrigues,BED4B67,Fiat,Prata
Beatriz Cristine Sanches,AEC4B41,Honda,Preto
Livia Franco Machado,EBE0D79,Honda,Azul Claro
Clara Amorim Dias,CBF7A94,Honda,Azul Claro
Felipe Fernandes Camargo,CBE1A59,Honda,Prata
Maria de Medeiros Mengue,AEA9E81,VW,Preto
Giovanna Alves Amaral,BAF5D80,VW,Azul Claro
Henrique de Medeiros Lopes,BFB5D38,Honda,Cinza
Mariana Mesquita Campos,BAE9C55,Toyota,Preto
Clara Mesquita Athayde,CAC4A88,Chevrolet,Branco
Mariana Franco da Costa,CBF1A34,Hyundai,Prata
Matheus da Silva Campos,CAD3C99,Hyundai,Preto
Matheus Paschoalino Amancio,FED4D31,Toyota,Azul Claro
Felipe de Almeida Melo,DDF3E73,Honda,Prata
João Vieira Rodrigues,EBF3E29,Toyota,Prata
Daniel Mesquita Mengue,CDA3D27,Chevrolet,Azul Claro
Erik Franco Silva,EDE7E92,Chevrolet,Vermelho
Maria Mesquita Lopes,BFA8C23,Hyundai,Vermelho
João Santana Araujo,FAC8E92,Chevrolet,Prata
André Cruz Araujo,BBC2A27,Chevrolet,Cinza
Gabriel Vieira Domingues,CAE8B23,Honda,Azul Claro
Sofia Nascimento dos Santos,BBC6E82,Chevrolet,Vermelho
Yasmin Matos Pereira,DBB5D42,Toyota,Vermelho
Henrique Amorim Mendonça,EAF1E91,Chevrolet,Prata
Larissa Bellini Mendes,DCC5B99,Fiat,Branco
Yasmin de Medeiros Camargo,EEB3E34,Toyota,Preto
Thiago Amorim Amaral,FBE4D52,Hyundai,Cinza
Yasmin Matos Amancio,ECB1C57,Honda,Cinza
Erik de Medeiros Rodrigues,CAE6A94,Honda,Preto
Thiago Franco Castilho,CDA9C59,VW,Azul Claro
Larissa de Medeiros Silva,FBF1C42,VW,Azul Claro
Vitória Matos Melo,AAA5B52,Fiat,Azul Claro
Erik Paschoalino Campos,BAF3A13,Chevrolet,Azul Claro
Yasmin Queiroz da Costa,EAA0A49,Toyota,Prata
Mariana Paschoalino Amaral,ADC3B95,Hyundai,Preto
Maria Martins Campos,EFC8D73,VW,Prata
Victor Martins Trindade,BAA2B49,VW,Prata
Eduardo de Medeiros Soares,ECE8B43,Toyota,Vermelho
Henrique de Almeida Campos,DEE8B79,Toyota,Branco
Thiago Braz Rodrigues,DFF1D30,VW,Preto
Sofia Nascimento Sanches,EED5B63,Hyundai,Prata
Yasmin Fernandes Rodrigues,FAE2E22,Honda,Prata
Thiago Cristine Araujo,FDE3D99,Chevrolet,Prata
Beatriz de Oliveira Senzaki,EAF7C13,Hyundai,Branco
Daniel Paschoalino Pinto,EEA8E59,VW,Prata
João Mesquita Castilho,CEC7B76,Fiat,Branco
Clara Matos Trindade,EBA5A71,Chevrolet,Vermelho
Vitória Fernandes Mengue,CDB2A68,Fiat,Prata
Maria de Almeida Soares,BEF9B15,Fiat,Branco
