id,nome,altura,endereco
1964,Mariana Bellini Araujo,159,"Avenida Albino José Barbosa de Oliveira, 880 - Barão Geraldo"
1965,Pedro de Oliveira dos Santos,166,"Rua Sampaio Ferraz, 231 - Cambuí"
1966,Vitória Gomes Melo,159,"Avenida Albino José Barbosa de Oliveira, 779 - Barão Geraldo"
1967,Sofia Matos Melo,166,"Avenida Albino José Barbosa de Oliveira, 1404 - Barão Geraldo"
1968,Eduardo Cristine Amaral,169,"Avenida Anchieta, 788 - Centro"
1969,Yasmin Ferreira Trindade,173,"Rua Paula Bueno, 415 - Taquaral"
1970,Gabriel de Medeiros Soares,154,"Rua Marechal Deodoro, 366 - Vila Itapura"
1971,Samuel Santana Castilho,183,"Avenida Anchieta, 404 - Centro"
1972,Gabriel de Medeiros Senzaki,155,"Avenida Albino José Barbosa de Oliveira, 3204 - Barão Geraldo"
1973,Maria Braz Rodrigues,202,"Avenida Albino José Barbosa de Oliveira, 291 - Barão Geraldo"
1974,Pedro Cristine Soares,151,"Rua Paula Bueno, 436 - Taquaral"
1975,Larissa Cruz Mengue,162,"Avenida Andrade Neves, 2374 - Castelo"
1976,Sofia de Almeida Domingues,192,"Avenida Alberto Sarmento, 311 - Castelo"
1977,Mariana Alves Ribeiro,192,"Avenida Albino José Barbosa de Oliveira, 3061 - Barão Geraldo"
1978,Mariana de Oliveira Lima,197,"Rua Maria Monteiro, 43 - Cambuí"
1979,Guilherme Braz Camargo,160,"Avenida Albino José Barbosa de Oliveira, 1102 - Barão Geraldo"
1980,Mariana de Medeiros Lima,200,"Rua Coronel Quirino, 1455 - Cambuí"
1981,Clara Amorim Dias,196,"Rua Barão de Itapura, 1541 - Guanabara"
1982,Gabriel Gomes Araujo,172,"Avenida Heitor Penteado, 2264 - Taquaral"
1983,Yasmin de Medeiros Mendonça,204,"Rua Coronel Quirino, 983 - Cambuí"
1984,Maria de Almeida Athayde,165,"Avenida Francisco Glicério, 1635 - Centro"
1985,Vitória Nascimento da Costa,180,"Rua Barão de Itapura, 2180 - Guanabara"
1986,Pedro de Almeida Araujo,160,"Avenida Heitor Penteado, 1817 - Taquaral"
1987,Guilherme de Medeiros Mengue,203,"Rua Paula Bueno, 300 - Taquaral"
1988,Guilherme Ferreira Amaral,165,"Rua Sampaio Ferraz, 401 - Cambuí"
1989,Daniel Braz Camargo,157,"Avenida Andrade Neves, 804 - Castelo"
1990,Miguel Amorim Mendes,153,"Avenida Heitor Penteado, 1659 - Taquaral"
1991,Samuel Alves Silva,189,"Avenida Anchieta, 552 - Centro"
1992,Samuel Fernandes Melo,153,"Rua Barão de Itapura, 2224 - Guanabara"
1993,Felipe Cristine Pinto,174,"Avenida Albino José Barbosa de Oliveira, 2800 - Barão Geraldo"
1994,Erik Fernandes Castilho,152,"Rua Sampaio Ferraz, 264 - Cambuí"
1995,Giovanna Matos Mendonça,181,"Rua Maria Monteiro, 245 - Cambuí"
1996,André Braz da Costa,152,"Rua Maria Monteiro, 1188 - Cambuí"
1997,Guilherme Ferreira Soares,176,"Avenida Heitor Penteado, 279 - Taquaral"
1998,Larissa de Oliveira Mendonça,178,"Avenida Brasil, 1138 - Guanabara"
1999,Vinícius Amorim Pereira,181,"Avenida Anchieta, 411 - Centro"
2000,Vitória Ponciano Machado,199,"Avenida Albino José Barbosa de Oliveira, 910 - Barão Geraldo"
2001,Henrique Vieira Pereira,200,"Avenida Andrade Neves, 2038 - Castelo"
2002,Matheus Cristine Mendonça,168,"Avenida Francisco Glicério, 843 - Centro"
2003,Eduardo Alves Pinto,170,"Rua Paula Bueno, 689 - Taquaral"
2004,Gabriel Paschoalino Melo,154,"Avenida Alberto Sarmento, 203 - Castelo"
2005,Livia Santana Lopes,167,"Avenida Anchieta, 766 - Centro"
2006,Larissa Bellini Pinto,177,"Avenida Heitor Penteado, 707 - Taquaral"
2007,Guilherme Ferreira Araujo,191,"Avenida Heitor Penteado, 692 - Taquaral"
2008,Victor Paschoalino Melo,171,"Avenida Anchieta, 931 - Centro"
2009,Mariana da Silva Rodrigues,170,"Avenida Albino José Barbosa de Oliveira, 62 - Barão Geraldo"
2010,Gabriel de Medeiros Soares,155,"Avenida Andrade Neves, 1762 - Castelo"
2011,Daniel Fernandes Camargo,150,"Avenida Heitor Penteado, 737 - Taquaral"
2012,Erik Nascimento Soares,154,"Avenida Heitor Penteado, 709 - Taquaral"
2013,Samuel Matos Lima,190,"Avenida Alberto Sarmento, 731 - Castelo"
2014,Guilherme Matos Senzaki,161,"Avenida Albino José Barbosa de Oliveira, 2010 - Barão Geraldo"
2015,Mariana Mesquita Campos,175,"Rua Marechal Deodoro, 1067 - Vila Itapura"
2016,Vinícius Santana Trindade,195,"Rua Maria Monteiro, 45 - Cambuí"
2017,Eduardo Alves Silva,183,"Rua Barão de Itapura, 1035 - Guanabara"
2018,Miguel Franco Campos,198,"Avenida Brasil, 610 - Guanabara"
2019,Maria Matos Mendes,163,"Rua Marechal Deodoro, 304 - Vila Itapura"
2020,Pedro Gomes da Costa,175,"Rua Paula Bueno, 1026 - Taquaral"
2021,Matheus de Oliveira Lima,194,"Avenida Albino José Barbosa de Oliveira, 2245 - Barão Geraldo"
2022,Gabriel Queiroz Lima,176,"Rua Paula Bueno, 619 - Taquaral"
2023,Vinícius Vieira Machado,158,"Rua Paula Bueno, 127 - Taquaral"
2024,Miguel Martins Rodrigues,175,"Rua Doutor Delfino Cintra, 318 - Vila Itapura"
2025,João Vieira Dias,196,"Avenida Andrade Neves, 2131 - Castelo"
2026,Daniel de Medeiros Sanches,171,"Rua Doutor Delfino Cintra, 125 - Vila Itapura"
2027,Sofia Martins dos Santos,196,"Avenida Heitor Penteado, 615 - Taquaral"
2028,Victor Gomes Silva,179,"Avenida Albino José Barbosa de Oliveira, 2710 - Barão Geraldo"
2029,Erik Braz Barbosa,192,"Avenida Anchieta, 519 - Centro"
2030,Samuel Fernandes Senzaki,197,"Rua Maria Monteiro, 1192 - Cambuí"
2031,Matheus de Oliveira Rodrigues,166,"Avenida Andrade Neves, 1482 - Castelo"
2032,Victor Alves Amancio,175,"Avenida Francisco Glicério, 803 - Centro"
2033,Samuel Fernandes da Costa,185,"Avenida Albino José Barbosa de Oliveira, 1131 - Barão Geraldo"
2034,Beatriz Fernandes Silva,150,"Avenida Andrade Neves, 2168 - Castelo"
2035,Samuel Ponciano Lopes,157,"Avenida Anchieta, 942 - Centro"
2036,Victor de Medeiros Mendes,198,"Avenida Andrade Neves, 1366 - Castelo"
2037,Miguel Queiroz da Costa,184,"Avenida Albino José Barbosa de Oliveira, 1141 - Barão Geraldo"
2038,Guilherme Paschoalino Pereira,201,"Avenida Heitor Penteado, 178 - Taquaral"
2039,Giovanna Paschoalino Araujo,164,"Rua Barão de Itapura, 2608 - Guanabara"
2040,Felipe Ferreira Amancio,196,"Rua Coronel Quirino, 1728 - Cambuí"
2041,Beatriz Ponciano Campos,171,"Avenida Albino José Barbosa de Oliveira, 1191 - Barão Geraldo"
2042,Rafael Vieira Mendes,163,"Rua Maria Monteiro, 1031 - Cambuí"
2043,Beatriz Vieira Ribeiro,175,"Avenida Alberto Sarmento, 965 - Castelo"
2044,Beatriz Mesquita Domingues,177,"Avenida Alberto Sarmento, 1081 - Castelo"
2045,Erik Cruz Lima,172,"Avenida Heitor Penteado, 1253 - Taquaral"
2046,Mariana Amorim Domingues,163,"Avenida Albino José Barbosa de Oliveira, 274 - Barão Geraldo"
2047,João Nascimento Lopes,173,"Rua Doutor Delfino Cintra, 25 - Vila Itapura"
2048,Livia Nascimento Amancio,151,"Avenida Albino José Barbosa de Oliveira, 900 - Barão Geraldo"
2049,Matheus Queiroz Barbosa,194,"Avenida Heitor Penteado, 227 - Taquaral"
2050,Sofia Cruz Castilho,175,"Avenida Albino José Barbosa de Oliveira, 30 - Barão Geraldo"
2051,João Cristine Mendonça,163,"Avenida Albino José Barbosa de Oliveira, 2714 - Barão Geraldo"
2052,Sofia Nascimento Machado,200,"Rua Marechal Deodoro, 202 - Vila Itapura"
2053,Eduardo Santana Sanches,156,"Avenida Heitor Penteado, 1444 - Taquaral"
2054,André Paschoalino Camargo,152,"Avenida Heitor Penteado, 362 - Taquaral"
2055,Miguel Queiroz Araujo,196,"Avenida Andrade Neves, 594 - Castelo"
2056,Sofia Ponciano Mendes,172,"Avenida Alberto Sarmento, 894 - Castelo"
2057,Livia Santana Trindade,195,"Avenida Brasil, 1201 - Guanabara"
2058,Miguel da Silva Silva,192,"Avenida Francisco Glicério, 1948 - Centro"
2059,Giovanna de Oliveira Araujo,196,"Avenida Heitor Penteado, 2789 - Taquaral"
2060,Larissa Cristine Athayde,194,"Avenida Andrade Neves, 1740 - Castelo"
2061,Thiago Queiroz Domingues,167,"Avenida Albino José Barbosa de Oliveira, 1080 - Barão Geraldo"
2062,Vinícius Paschoalino Trindade,187,"Rua Paula Bueno, 454 - Taquaral"
2063,Felipe Vieira Senzaki,184,"Rua Barão de Itapura, 2880 - Guanabara"
2064,Vinícius de Medeiros Lopes,200,"Avenida Heitor Penteado, 2808 - Taquaral"
2065,Vinícius Queiroz Rodrigues,164,"Rua Marechal Deodoro, 612 - Vila Itapura"
2066,Beatriz Santana Araujo,174,"Avenida Anchieta, 577 - Centro"
2067,Beatriz Nascimento Lopes,204,"Avenida Anchieta, 322 - Centro"
2068,Gabriel Gomes dos Santos,186,"Rua Coronel Quirino, 1260 - Cambuí"
2069,Larissa de Medeiros Silva,177,"Avenida Andrade Neves, 2245 - Castelo"
2070,Samuel Mesquita Trindade,159,"Avenida Anchieta, 811 - Centro"
2071,Vitória Ferreira Pinto,188,"Rua Doutor Delfino Cintra, 108 - Vila Itapura"
2072,Victor Franco Lima,166,"Avenida Anchieta, 720 - Centro"
2073,Matheus Braz Trindade,188,"Rua Paula Bueno, 1059 - Taquaral"
2074,Guilherme Cruz Soares,171,"Rua Paula Bueno, 1055 - Taquaral"
2075,Samuel Santana Domingues,175,"Avenida Albino José Barbosa de Oliveira, 1899 - Barão Geraldo"
2076,Guilherme Bellini Athayde,193,"Rua Sampaio Ferraz, 37 - Cambuí"
2077,Sofia Ferreira Araujo,174,"Rua Doutor Delfino Cintra, 100 - Vila Itapura"
2078,Erik Amorim Soares,166,"Rua Marechal Deodoro, 1359 - Vila Itapura"
2079,Maria Gomes Ribeiro,162,"Avenida Heitor Penteado, 2387 - Taquaral"
2080,Beatriz da Silva Castilho,169,"Rua Barão de Itapura, 621 - Guanabara"
2081,Matheus Nascimento da Costa,174,"Rua Barão de Itapura, 319 - Guanabara"
2082,Samuel Braz Rodrigues,153,"Rua Doutor Delfino Cintra, 138 - Vila Itapura"
2083,Maria Ponciano Silva,159,"Avenida Albino José Barbosa de Oliveira, 1905 - Barão Geraldo"
2084,Guilherme Nascimento Mendonça,152,"Rua Doutor Delfino Cintra, 869 - Vila Itapura"
2085,Larissa Gomes Ribeiro,190,"Rua Maria Monteiro, 122 - Cambuí"
2086,Gabriel Santana Camargo,194,"Avenida Heitor Penteado, 1375 - Taquaral"
2087,Rafael Cruz da Costa,167,"Avenida Brasil, 1200 - Guanabara"
2088,Miguel de Medeiros Mendes,196,"Rua Barão de Itapura, 2928 - Guanabara"
2089,Maria Ponciano Mendes,185,"Avenida Heitor Penteado, 507 - Taquaral"
2090,Samuel Cruz Pereira,196,"Avenida Alberto Sarmento, 429 - Castelo"
2091,Gabriel Bellini dos Santos,171,"Avenida Brasil, 2038 - Guanabara"
2092,Henrique Amorim Amancio,183,"Avenida Francisco Glicério, 643 - Centro"
2093,Miguel da Silva Amancio,196,"Rua Paula Bueno, 113 - Taquaral"
2094,Sofia de Oliveira Athayde,157,"Rua Doutor Delfino Cintra, 648 - Vila Itapura"
2095,Giovanna Nascimento Soares,189,"Avenida Alberto Sarmento, 244 - Castelo"
2096,Vinícius Franco Athayde,198,"Rua Maria Monteiro, 323 - Cambuí"
2097,Clara de Oliveira da Costa,193,"Avenida Brasil, 2139 - Guanabara"
2098,Larissa Ferreira Araujo,168,"Rua Maria Monteiro, 428 - Cambuí"
2099,Matheus Gomes dos Santos,191,"Rua Coronel Quirino, 150 - Cambuí"
2100,Pedro de Oliveira Barbosa,190,"Rua Doutor Delfino Cintra, 410 - Vila Itapura"
2101,Henrique Mesquita Mengue,186,"Rua Maria Monteiro, 624 - Cambuí"
2102,Felipe de Oliveira Araujo,155,"Avenida Albino José Barbosa de Oliveira, 763 - Barão Geraldo"
2103,Daniel Alves Trindade,201,"Rua Marechal Deodoro, 1219 - Vila Itapura"
2104,Rafael Franco Rodrigues,175,"Rua Paula Bueno, 352 - Taquaral"
2105,Felipe Nascimento Trindade,183,"Avenida Albino José Barbosa de Oliveira, 2615 - Barão Geraldo"
2106,Sofia Braz Lima,194,"Rua Maria Monteiro, 300 - Cambuí"
2107,Guilherme Nascimento Lopes,155,"Rua Marechal Deodoro, 449 - Vila Itapura"
2108,Sofia Amorim Campos,186,"Avenida Brasil, 1960 - Guanabara"
2109,Guilherme Bellini Campos,182,"Avenida Albino José Barbosa de Oliveira, 1195 - Barão Geraldo"
2110,Samuel Alves Lopes,202,"Avenida Alberto Sarmento, 1019 - Castelo"
2111,Daniel Alves Lima,171,"Rua Paula Bueno, 901 - Taquaral"
2112,Vitória Braz dos Santos,170,"Avenida Albino José Barbosa de Oliveira, 1910 - Barão Geraldo"
2113,João Braz Domingues,155,"Avenida Albino José Barbosa de Oliveira, 616 - Barão Geraldo"
2114,Beatriz Ferreira Barbosa,155,"Rua Coronel Quirino, 1036 - Cambuí"
2115,Gabriel Cruz Mengue,204,"Rua Sampaio Ferraz, 408 - Cambuí"
2116,Giovanna Gomes Dias,197,"Rua Sampaio Ferraz, 320 - Cambuí"
2117,Victor Ponciano Camargo,153,"Rua Sampaio Ferraz, 676 - Cambuí"
2118,Eduardo de Oliveira Pinto,179,"Avenida Andrade Neves, 184 - Castelo"
2119,Gabriel Nascimento Dias,160,"Avenida Heitor Penteado, 1926 - Taquaral"
2120,Vitória Santana Ribeiro,179,"Avenida Andrade Neves, 1144 - Castelo"
2121,Sofia Amorim Soares,180,"Rua Maria Monteiro, 742 - Cambuí"
2122,Henrique Bellini Lima,173,"Avenida Brasil, 1438 - Guanabara"
2123,Vitória Alves Araujo,204,"Avenida Andrade Neves, 2111 - Castelo"
2124,Mariana Alves Lopes,158,"Rua Maria Monteiro, 1353 - Cambuí"
2125,Erik da Silva Mendonça,204,"Avenida Anchieta, 681 - Centro"
2126,Eduardo Gomes Ribeiro,152,"Avenida Andrade Neves, 1892 - Castelo"
2127,Erik Gomes Castilho,200,"Avenida Alberto Sarmento, 580 - Castelo"
2128,Beatriz Martins Athayde,180,"Rua Doutor Delfino Cintra, 413 - Vila Itapura"
2129,Vitória Vieira Sanches,189,"Rua Sampaio Ferraz, 505 - Cambuí"
2130,Matheus de Medeiros Lima,186,"Avenida Albino José Barbosa de Oliveira, 2491 - Barão Geraldo"
2131,André Ponciano Silva,185,"Avenida Alberto Sarmento, 1189 - Castelo"
2132,Vitória Amorim Trindade,173,"Avenida Andrade Neves, 540 - Castelo"
2133,Clara Matos Silva,180,"Avenida Andrade Neves, 2421 - Castelo"
2134,André de Oliveira Machado,155,"Rua Barão de Itapura, 2494 - Guanabara"
2135,Miguel da Silva Athayde,151,"Rua Barão de Itapura, 376 - Guanabara"
2136,Vinícius Amorim Soares,169,"Rua Maria Monteiro, 1510 - Cambuí"
2137,Vinícius Alves Soares,177,"Avenida Francisco Glicério, 405 - Centro"
2138,Pedro Paschoalino Mengue,160,"Avenida Alberto Sarmento, 1032 - Castelo"
2139,Sofia Gomes Domingues,153,"Avenida Andrade Neves, 1335 - Castelo"
2140,André Paschoalino Machado,164,"Rua Marechal Deodoro, 1680 - Vila Itapura"
2141,Yasmin Bellini Mendes,155,"Rua Marechal Deodoro, 315 - Vila Itapura"
2142,Guilherme Paschoalino Machado,203,"Avenida Anchieta, 783 - Centro"
2143,Vitória Matos Soares,198,"Avenida Albino José Barbosa de Oliveira, 263 - Barão Geraldo"
2144,Maria de Almeida Senzaki,179,"Rua Barão de Itapura, 568 - Guanabara"
2145,Daniel Martins Silva,187,"Rua Sampaio Ferraz, 84 - Cambuí"
2146,Gabriel de Oliveira Amaral,200,"Avenida Albino José Barbosa de Oliveira, 2494 - Barão Geraldo"
2147,Samuel Bellini Sanches,151,"Avenida Alberto Sarmento, 366 - Castelo"
2148,João Bellini da Costa,164,"Avenida Heitor Penteado, 2871 - Taquaral"
2149,Livia Vieira Campos,160,"Avenida Albino José Barbosa de Oliveira, 555 - Barão Geraldo"
2150,Livia Fernandes Dias,157,"Avenida Alberto Sarmento, 410 - Castelo"
2151,Gabriel Matos Trindade,175,"Rua Paula Bueno, 996 - Taquaral"
2152,Guilherme Queiroz Sanches,200,"Avenida Andrade Neves, 933 - Castelo"
2153,Clara Amorim Barbosa,194,"Avenida Francisco Glicério, 1787 - Centro"
2154,Mariana de Medeiros Amancio,193,"Rua Marechal Deodoro, 276 - Vila Itapura"
2155,Livia Nascimento Pereira,154,"Avenida Brasil, 404 - Guanabara"
2156,Sofia Alves Athayde,155,"Avenida Francisco Glicério, 585 - Centro"
2157,Mariana Paschoalino Rodrigues,175,"Rua Coronel Quirino, 1685 - Cambuí"
2158,Erik Vieira Ribeiro,203,"Avenida Albino José Barbosa de Oliveira, 1405 - Barão Geraldo"
2159,Maria Amorim da Costa,153,"Avenida Anchieta, 204 - Centro"
2160,Henrique Ferreira Barbosa,168,"Rua Marechal Deodoro, 1268 - Vila Itapura"
2161,Daniel Martins Athayde,169,"Rua Doutor Delfino Cintra, 522 - Vila Itapura"
2162,Gabriel de Oliveira Barbosa,182,"Rua Paula Bueno, 382 - Taquaral"
2163,Rafael Ferreira Ribeiro,169,"Rua Marechal Deodoro, 998 - Vila Itapura"
2164,Giovanna de Medeiros Amancio,198,"Avenida Albino José Barbosa de Oliveira, 300 - Barão Geraldo"
2165,Matheus Bellini Mendes,161,"Avenida Brasil, 530 - Guanabara"
2166,Victor Queiroz Athayde,196,"Rua Doutor Delfino Cintra, 113 - Vila Itapura"
2167,Erik Braz Mengue,150,"Rua Coronel Quirino, 572 - Cambuí"
2168,Felipe Ferreira Silva,175,"Rua Sampaio Ferraz, 563 - Cambuí"
2169,Larissa Matos Sanches,163,"Avenida Heitor Penteado, 927 - Taquaral"
2170,Livia Vieira Camargo,187,"Rua Doutor Delfino Cintra, 858 - Vila Itapura"
2171,Erik Ferreira Trindade,186,"Rua Paula Bueno, 832 - Taquaral"
2172,Victor Nascimento Soares,160,"Rua Maria Monteiro, 599 - Cambuí"
2173,Sofia Braz Pereira,185,"Rua Sampaio Ferraz, 599 - Cambuí"
2174,Larissa Cruz da Costa,162,"Avenida Anchieta, 418 - Centro"
2175,Rafael Vieira Machado,192,"Avenida Brasil, 464 - Guanabara"
2176,Yasmin da Silva Athayde,152,"Rua Barão de Itapura, 1177 - Guanabara"
2177,Daniel Ponciano Trindade,182,"Avenida Alberto Sarmento, 76 - Castelo"
2178,Vitória Vieira Pinto,155,"Rua Paula Bueno, 634 - Taquaral"
2179,Vinícius Franco Amaral,199,"Avenida Anchieta, 919 - Centro"
2180,Livia Braz Mengue,159,"Rua Marechal Deodoro, 385 - Vila Itapura"
2181,Mariana Bellini da Costa,154,"Avenida Anchieta, 956 - Centro"
2182,Miguel Alves Trindade,172,"Rua Marechal Deodoro, 582 - Vila Itapura"
2183,João Gomes Pereira,159,"Avenida Albino José Barbosa de Oliveira, 3309 - Barão Geraldo"
2184,Maria de Almeida Soares,193,"Avenida Brasil, 1426 - Guanabara"
2185,Victor Queiroz Pereira,151,"Rua Coronel Quirino, 1325 - Cambuí"
2186,Clara Franco Camargo,162,"Avenida Alberto Sarmento, 1139 - Castelo"
2187,Thiago Santana Rodrigues,189,"Avenida Albino José Barbosa de Oliveira, 1118 - Barão Geraldo"
2188,Clara Vieira Melo,151,"Avenida Alberto Sarmento, 223 - Castelo"
2189,Eduardo Nascimento Rodrigues,169,"Rua Coronel Quirino, 1139 - Cambuí"
2190,Thiago Amorim Silva,150,"Avenida Anchieta, 451 - Centro"
2191,Yasmin Nascimento Pinto,186,"Avenida Albino José Barbosa de Oliveira, 3211 - Barão Geraldo"
2192,João Cristine Amancio,158,"Rua Marechal Deodoro, 143 - Vila Itapura"
2193,André Mesquita Lopes,166,"Rua Maria Monteiro, 1594 - Cambuí"
2194,João Bellini Senzaki,158,"Rua Marechal Deodoro, 1194 - Vila Itapura"
2195,Eduardo Vieira Mendonça,160,"Rua Barão de Itapura, 2893 - Guanabara"
2196,Maria Fernandes Mendes,164,"Avenida Alberto Sarmento, 1141 - Castelo"
2197,Sofia Martins Domingues,173,"Avenida Albino José Barbosa de Oliveira, 1595 - Barão Geraldo"
2198,Daniel Paschoalino Amancio,187,"Rua Doutor Delfino Cintra, 722 - Vila Itapura"
2199,João Gomes Amancio,204,"Avenida Anchieta, 728 - Centro"
2200,Vinícius Franco da Costa,184,"Avenida Albino José Barbosa de Oliveira, 483 - Barão Geraldo"
2201,Henrique Nascimento Mengue,179,"Avenida Albino José Barbosa de Oliveira, 2531 - Barão Geraldo"
2202,Guilherme Ponciano Pereira,180,"Rua Paula Bueno, 496 - Taquaral"
2203,Larissa Vieira Araujo,198,"Rua Paula Bueno, 218 - Taquaral"
2204,Sofia Santana Dias,154,"Avenida Francisco Glicério, 386 - Centro"
2205,Samuel de Almeida Soares,193,"Avenida Brasil, 940 - Guanabara"
2206,Livia de Almeida Silva,199,"Avenida Albino José Barbosa de Oliveira, 3294 - Barão Geraldo"
2207,Giovanna Mesquita Melo,163,"Rua Sampaio Ferraz, 265 - Cambuí"
2208,Pedro Cruz Amancio,202,"Rua Marechal Deodoro, 256 - Vila Itapura"
2209,Erik Ponciano Melo,160,"Rua Maria Monteiro, 908 - Cambuí"
2210,Maria Mesquita Ribeiro,158,"Avenida Anchieta, 54 - Centro"
2211,Thiago Vieira Campos,183,"Rua Paula Bueno, 600 - Taquaral"
2212,Giovanna Santana Araujo,161,"Avenida Heitor Penteado, 2492 - Taquaral"
2213,Mariana Alves Amaral,184,"Avenida Albino José Barbosa de Oliveira, 2703 - Barão Geraldo"
2214,Vinícius de Oliveira Lopes,184,"Rua Sampaio Ferraz, 88 - Cambuí"
2215,Daniel Cruz Camargo,150,"Rua Coronel Quirino, 1213 - Cambuí"
2216,André Nascimento Pinto,189,"Avenida Anchieta, 732 - Centro"
2217,Vitória Franco Pereira,171,"Avenida Andrade Neves, 912 - Castelo"
2218,Thiago Braz Lopes,178,"Avenida Albino José Barbosa de Oliveira, 1512 - Barão Geraldo"
2219,Henrique Ponciano Sanches,157,"Rua Doutor Delfino Cintra, 899 - Vila Itapura"
2220,Vitória Amorim Amaral,160,"Avenida Alberto Sarmento, 1088 - Castelo"
2221,Eduardo Mesquita Pinto,190,"Rua Paula Bueno, 1131 - Taquaral"
2222,Vinícius Matos dos Santos,186,"Rua Maria Monteiro, 719 - Cambuí"
2223,Pedro Braz Mendonça,163,"Avenida Albino José Barbosa de Oliveira, 1155 - Barão Geraldo"
2224,Livia Braz Camargo,179,"Rua Maria Monteiro, 290 - Cambuí"
2225,Yasmin Matos Castilho,184,"Rua Marechal Deodoro, 724 - Vila Itapura"
2226,Pedro Ferreira da Costa,170,"Avenida Alberto Sarmento, 261 - Castelo"
2227,Gabriel Braz Pereira,186,"Avenida Heitor Penteado, 156 - Taquaral"
2228,Giovanna Nascimento Campos,154,"Avenida Anchieta, 675 - Centro"
2229,Daniel Ferreira dos Santos,168,"Rua Doutor Delfino Cintra, 126 - Vila Itapura"
2230,Victor Gomes Mendonça,163,"Rua Coronel Quirino, 1812 - Cambuí"
2231,Matheus Gomes Mengue,175,"Rua Coronel Quirino, 669 - Cambuí"
2232,Yasmin Fernandes Rodrigues,153,"Rua Barão de Itapura, 1330 - Guanabara"
2233,Felipe Fernandes da Costa,174,"Rua Marechal Deodoro, 222 - Vila Itapura"
2234,Guilherme Matos Amancio,194,"Rua Paula Bueno, 1114 - Taquaral"
2235,Vitória Ponciano Soares,191,"Rua Coronel Quirino, 887 - Cambuí"
2236,Pedro Cruz Castilho,174,"Avenida Albino José Barbosa de Oliveira, 929 - Barão Geraldo"
2237,Guilherme Santana Melo,167,"Avenida Anchieta, 198 - Centro"
2238,Matheus Cruz Rodrigues,189,"Avenida Andrade Neves, 2191 - Castelo"
2239,Maria Nascimento Amancio,157,"Rua Sampaio Ferraz, 322 - Cambuí"
2240,Miguel Franco Ribeiro,188,"Rua Sampaio Ferraz, 366 - Cambuí"
2241,Victor Nascimento Mendes,189,"Rua Sampaio Ferraz, 354 - Cambuí"
